usuario,fecha,texto,rating
martin677,2026-06-02,"Muy buena app, aunque la app en tablet podría mejorar un poco...",4
martin134,2026-05-13,"  Excelente la app en tablet, funciona perfecto y sin fallas   🤔",5
renata499,2026-05-09,"Perfecta, no le cambiaría nada, la batería funciona genial 👏 🤔",5
paula544,2026-05-09,"DIEZ DE DIEZ, LA VELOCIDAD DE CARGA SUPERÓ MIS EXPECTATIVAS TOTALMENTE. LA MEJOR APP QUE PROBÉ EN MUCHO TIEMPO, EL PRECIO DE LA SUSCRIPCIÓN FUNCIONA INCREÍBLE",5
gabriel481,2026-06-30,"  Excelente EL login, , funciona perfecto y sin fallas   🤔",5
daniela809,2026-06-10,,2
emiliano122,2026-05-02,,3
renata688,2026-05-15,"Buena experiencia en general, solo tuve un problemita con la app en tablet. Me gusta bbastante, las alertas push funciona bien casi siempre",4
camila350,2026-05-20,"Es una app promedio, la sincronización funciona a veces y a VECES no. Cumple lo básico nada más, los anuncios necesita trabajo",3
andres464,2026-06-06,Excelente!!.,5
gabriel282,2026-07-06,"No la recomiendo, perdí tiempo y dinero poor el buscador interno. No LA recomiendo, perdí tiempo y dinero por el buscador interno",1
andres140,2026-06-05,  Recomendada   🤔,4
sofia5,2026-05-18,"Está bien pero el login le falta pulir. Es una app promedio, , las ACTUALIZACIONES funciona a veces y a veces no",3
valeria367,2026-06-01,"Increible experiencia de principio a fin, sin ningun problema",5
alejandro94,2026-06-20,"Muy recomendada, las alertas push es justo lo que necesitaba ⭐️⭐️⭐️⭐️⭐️",5
diego551,2026-05-03,"Cumple lo básico nada más, , la función de backup necesita trabajo",3
fernanda259,2026-05-03,"Me gusta bastante, , la sincronización funciona bien casi siempre 😐",4
renata189,2026-07-08,Muy buena,4
fernanda752,2026-07-03,"Muy buena app, aunque las notificaciones podria mejorar un poco. Muy buena app, aunque el buscador interno podria mejorar un poco 🔥",4
alejandro811,2026-05-16,"  Increíble experiencia de principio a fin, , sin ningún problema. La mejor app que probé en mucho tiempo, , las notificaciones funciona increíble  ",5
renata903,2026-05-01,"Excelente la app en tablet, funciona perfecto Y sin fallas. Muy recomendada, la app en tablet es justo lo que necesitaba",5
paula860,2026-05-19,"Terrible, EL precio de la suscripcion se rompe constantemente. La peor app que probé, la velocidad de carga es un desastre??",1
carolina473,2026-05-16,,5
juan588,2026-07-06,"NI fu ni fa, esperaba más de la interfaz 😐",6
renata505,2026-05-07,,4
juan255,2026-05-25,"La mejor app que probé en mucho tiempo, el widget de inicio funciona increíble",5
nicolas768,2026-06-29,"Recomendada, aunque esperaba un poco más DE los anuncios 👏...",4
gabriel729,2026-06-19,Recomendada...,4
santiago436,2026-07-06,"TERRIBLE, LAS NOTIFICACIONESS SE ROMPE CONSTANTEMENTE 😞!!!",1
fernanda439,2026-05-01,Perfecta 🤔,5
diego432,2026-05-11,"Simplemente la mejor, LOS anuncios nunca me falló",5
martin912,2026-05-30,"LA PEOR APP QUE PROBE, EL WIDGET DE INICIO ES UN DESASTRE!!!",1
valeria255,2026-05-24,"  BASTANTE DECEPCIONANTE, SOBRE TODO LAS NOTIFICACIONES. BASTANTE DECEPCIONANTE, SOBRE TODO EL LOGIN  ",2
valeria397,2026-05-27,"  Diez de diez, la sincronizacion supero mis expectativas totalmente 🙌  ",5
valentina412,2026-05-04,  Está bien pero la función de backup le falta pulir 😐   😐,3
santiago506,2026-06-16,"  DECEPCIONANTE TOTAL, LA SINCRONIZACIÓN ARRUINA TODA LA EXPERIENCIA. PÉSIMA EXPERIENCIA, LAS ALERTAS PUSH NO FUNCIONA PARA NADA   🤔",1
mateo568,2026-07-03,"Cumple lo que promete, el modo oscuro anda bien la mayoria del tiempo. Muy buena app, aunque la funcion de backup podria mejorar un poco",4
camila614,2026-06-16,"  Excelente la app en tablet, funciona perfecto y sin fallas. Diez de diez, la bateria supero mis expectativas totalmente  ",5
daniela298,2026-07-01,"Excelente las notificaciones, funciona perfecto y sin fallas. Increible experiencia de principio a fin, sin ningún problema",5
valentina922,2026-06-09,"Bastante conforme, las alertas push es sólido aunque no perfecto. Cumple lo que promete, la FUNCIÓN de backup anda bien la mayoría del tiempo 🙌",4
santiago751,2026-06-18,"Increíble experiencia de principio a fin, sin ningún problema 😐",5
luciana612,2026-05-04,"TUVE VARIOS INCONVENIENTES CON EL LOGIN, , NO FUE BUENA EXPERIENCIA. ESPERABA MÁS, , LAS ALERTAS PUSH DEJA MUCHO QUUE DESEAR!! 😐",2
alejandro789,2026-06-22,"La mejor app que probé en mucho tiempo, las alertas push funciona increíble. Me encanta FlowApp, sobre todo el login, la uso todos los días",5
camila85,2026-05-23,"Diez de diez, el precio de la suscripción superó mis expecttativas totalmente",5
luciana886,2026-05-14,"ES UNA APP PROMEDIO, LA INTERFAZ FUNCIONA A VECES Y A VECES NO!",3
juan605,2026-05-18,,4
emiliano786,2026-05-06,"Bastante conforme, el soporte al cliente es sólido aunque no perfecto. Me gusta bastante, el modo oscuro funciona bien casi siempre! 🤔",4
emiliano535,2026-07-09,12345,3
valentina123,2026-06-30,"  Me encanta FlowApp, sobre todo el login, la uso todos los días??  ",5
daniela455,2026-05-05,"La peor app que probé, la batería es un desastre 😞!!! 🤔",1
nicolas211,2026-07-05,"Cumple lo básico nada más, la app en tablet necesita trabajo?? 🤔",3
juan791,2026-05-03,Regular 🤔,3
juan771,2026-07-04,"Bastante conforme, los anuncios es sólido aunque no perfecto. Muy BUENA app, aunque la batería podría mejorar un poco 💯 😐",4
fernanda401,2026-05-19,"BUENA EXPERIENCIA EN GENERAL, SOLO TUVE UN PROBLEMITA CON LA VELOCIDAD DE CARGA 😍",4
emiliano552,2026-06-25,"Cumple lo que promete, , la app en tablet anda bien la mayoría del tiempo",4
juan606,2026-06-29,"Me encanta FlowApp, , sobre todo el login, , la uso todos los días. Excelente las alertas push, , funciona perfecto yy sin fallas",5
fernanda962,2026-05-01,"Increíble experiencia de principio a fin, sin ningún problema 💯",5
nicolas493,2026-05-26,"  Me encanta FlowApp, , sobre todo la función de backup, , la uso todos los días. Diez de diez, , la velocidad de carga superó mis expectativas totalmente  ",5
gabriel859,2026-06-26,"Tuve varios inconvenientes con la función de backup, no fue buena experiencia",2
valeria553,2026-06-21,"Recomendada, aunque esperaba un poco mas de la app en tablet",N/A
nicolas942,2026-06-18,Bien,cinco
valentina901,2026-06-19,Recommendada 😍,4
emiliano189,2026-07-08,"Me gusta bastante, la app en tablet funciona bien casi siempre!",4
valentina767,2026-07-04,"Pésima experiencia, la SINCRONIZACIÓN no funciona para nada??",1
daniela819,2026-05-05,  RECOMENDADA 🙌  ,4
emiliano525,2026-05-23,  Meh  ,2
alejandro709,2026-06-30,"LA MEJOR APP QUE PROBÉ EN MUCHO TIEMPO, LAS ALERTAS PUSH FUNCIONA INCREÍBLE 🔥",5
diego186,2026-05-07,"  Increíbble experiencia de principio a fin, sin ningun problema. Me encanta FlowApp, sobre todo el login, la uso todos los días...   😐",5
valentina151,2026-06-17,"  Recomendada, auunque esperaba un poco más de la función de backup??  ",4
mateo695,2026-05-12,"Terrible, el soporte al cliente se rompe constantemente...",1
daniela817,2026-06-25,"Ni fu ni fa, esperaba mas de el login...",3
mateo116,2026-07-06,La amo 🙌. 🤔,5
daniela588,2026-07-03,"  Me encanta FlowApp, sobre todo la interfaz, la uso todos los días??   😐",5
sofia871,2026-05-14,"  Buena experiencia en general, solo tuve un problemita con el buscador interno. Buena experiencia en general, solo tuve un problemita con el login!  ",4
alejandro992,2026-07-02,Buenísima 🤔,5
renata120,2026-06-29,Recomendada. 🤔,cinco
valeria841,2026-07-06,  Contento con la app  ,4
renata218,2026-05-13,"Recomendada, aunque esperaba un poco mas de el modo oscuro!!",4
daniela900,2026-06-13,"ME GUSTA BASTANTE, , LA INTERFAZ FUNCIONA BIEN CASI SIEMPRE!",4
diego34,2026-05-12,"  ME GUSTA BASTANTE, EL PRECIO DE LA SUSCRIPCIÓN FUNCIONA BIEN CASI SIEMPRE. BUENA EXPERIENCIA EN GENERAL, SOLO TUVE UN PROBLEMITA CON LOS ANUNCIOS 🔥...  ",4
camila81,2026-05-10,Perfecta,5
carolina565,2026-06-13,PODRIA MEJORAR,3
alejandro484,2026-06-18,"Perfecta, no le cambiaría nada, las alertas push funciona genial. Simplemente la mejor, la velocidad de carga nunca me falló!!",5
gabriel486,2026-07-09,"   LA MEJOR APP QUE PROBÉ EN MUCHO TIEMPO, EL PRECIO DE LA SUSCRIPCIÓN FUNCIONA INCREÍBLE!!!   ",5
diego896,2026-06-04,"  Buena experiencia en general, solo tuve un problemita con la app en tablet 💯  ",4
diego982,2026-07-02,Esta bien pero el soporte al cliente le falta pulir,3
daniela309,2026-05-17,"  Excelente las alertas push, funciona perfecto y ssin fallas  ",5
alejandro478,2026-07-01,"No me convenció, los anuncios falla seguido. Bastante DECEPCIONANTE, sobre todo las actualizaciones",2
valentina758,2026-06-07,Perfecta??,5
emiliano463,2026-06-30,Esperaba mas 🙄,2
juan108,2026-06-28,  BIEN 🙌   😐,4
valeria514,2026-06-24,"BUENA EXPERIENCIA EN GENERAL, SOLO TUVE UN PROBLEMITA CON LAS NOTIFICACIONES. BASTANTE CONFORME, EL LOGIN ES SOLIDO AUNQUE NO PERFECTO 👏...",4
valeria730,2026-05-09,"  Cumple lo que promete, las actualizaciones annda BIEN la mayoría del tiempo   😐",4
daniela439,2026-07-05,"  TERRIBLE, LAS ALERTAS PUSH SE ROMPE CONSTANTEMENTE 😞  ",1
valentina978,2026-06-05,"Cumple lo que promete, la batería anda bien la mayoría del tiempo",4
fernanda593,2026-05-19,"Bastante conforme, , las notificaciones es sólido aunque no perfecto...",4
renata797,2026-05-26,"Bastante conforme, el soporte al cliente es sólido aunque no perfecto ⭐️⭐️⭐️⭐️⭐️?? 🤔",4
juan36,2026-06-04,"Muy recomendada, las notificaciones es justo lo que necesitaba!!! 😐",5
mateo338,2026-05-14,"Simplemente la mejor, el login nunca me fallo 😍",5
luciana392,2026-05-13,Recomendada,4
valentina713,2026-06-03,"Es una app promedio, la función de backup funciona a veces y A veces no",3
paula825,2026-06-29,"NI FU NI FA, ESPERABA MAS DE LA VELOCIDAD DE CCARGA 😐",3
emiliano327,2026-05-23,Recomendada,4
daniela291,2026-06-23,"  Me gusta bastante, , la velocidad DE carga funciona bien casi siempre  ",cinco
mateo78,2026-05-22,"NO LA RECOMENDARIA DEL TODO, EL WIDGET DE INICIO TIENE MUCHOS PROBLEMAS",2
renata403,2026-05-30,"La mejor app que probé enn mucho tiempo, la función de backup funciona increíble 🔥",5
diego718,2026-06-23,"Diez de diez, el precio de la suscripción superó mis expectativas totalmente",5
juan393,2026-06-02,"Diez de diez, las notificaciones supero mis expectativas totalmente. Excelente las actualizaciones, funciona perfecto y sin fallas!!",5
martin779,2026-05-24,"Me gusta bastante, el buscador interno funciona bien casi siempre",4
gabriel497,2026-06-18,"ESPERABA más, , la velocidad de carga deja mucho que desear",2
mateo344,2026-07-08,"Buena experiencia en general, solo tuve un problemita con el buscador interno",4
valeria926,2026-05-28,"  Cumple lo que promete, el login anda bien la mayoría del tiempo!  ",4
daniela694,2026-06-08,"Simplemente la mejor, la batería nunca me falló",5
camila884,2026-05-30,"Pésima experiencia, las actualizaciones no funciona para nada",1
renata57,2026-05-26,"  Regular, tiene cosas buenas peero las notificaciones me generó dudas  ",3
diego271,2026-05-16,  Está bien pero  los anuncios le falta pulir   🤔,3
gabriel951,2026-05-20,"  Recomendada, aunque esperaba un poco más de las alertas push  ",4
santiago49,2026-05-16,"Muy buena app, aunque los anuncios podría mejorar un poco 🤔",?
luciana121,2026-06-19,"Muy recomendada, la app en tablet es justo lo que necesitaba 💯.",5
diego774,2026-06-29,,4
sofia215,2026-07-03,"  ESPERABA más, , el modo oscuro deja mucho que desear!  ",2
camila732,2026-06-03,"La mejor app que probe en mucho tiempo, el precio de la suscripcion funciona increible 🤔",5
renata536,2026-05-31,"La mejor app que probe en mucho ttiempo, la funcion de backup funciona increible.",5
valeria357,2026-05-13,No me gusto!!,2
luciana109,2026-07-05,"Recomendada, aunque esperaba un poco más de el login. Muy buena app, aunque la sincronización podría mejorar un poco!",4
daniela869,2026-06-11,,5
valentina935,2026-05-03,"Excelente los anuncios, funciona perfecto y sin fallas",5
alejandro159,2026-06-13,"  Cumple lo que promeete, la bateria anda bien la mayoria del tiempo   😐",4
valeria459,2026-07-04,  Perfecta   😐,5
luciana917,2026-05-05,"  ME GUSTA BASTANTE, , EL LOGIN FUNCIONA BIEN CASI SIEMPRE. CUMPLE LO QUE PROMETE, , LA INTERFAZ ANDA BIEN LA MAYORÍA DEL TIEMPO  ",4
daniela846,2026-05-28,Recomendada,4
mateo642,2026-07-05,Contento con la app!!!,4
emiliano407,2026-06-10,"Muy recomendada, las notificaciones es justo lo que necesitaba",5
diego766,2026-07-01,"BUENA EXPERIENCIA EN GENERAL, SOLO TUVE UN PROBLEMITA CON LAS NOTIFICACIONES",4
fernanda254,2026-05-18,"Regular, tiene cosas buenas pero las notificaciones me generó dudas. Es una app promedio, el widget de inicio funciona a veces y a veces no??",3
sofia980,2026-06-04,"Regular, tiene cosas buenas pero la bateria me genero dudas. Está bien pero el login le falta pulir",3
valeria86,2026-05-10,"PERFECTA, NO LE CAMBIARÍA NADA, EL WIDGET DE INICIO FUNCIONA GENIAL...",5
daniela793,2026-06-24,"La mejor app que probe en mucho tiempo, , la función de backup funciona INCREIBLE",5
martin794,2026-07-05,"Está bien pero la interfaz le falta pulir. Ni fu ni fa, , esperaba más de la batería 🤔",3
juan348,2026-06-08,"Cumple lo que promete, la batería anda bien la mayoría del tiempo",4
paula692,2026-05-06,"Simplemente la mejor, el soporte al cliente nunca me falló 🔥.",5
renata968,2026-06-04,"Increíble experiencia de principio a fin, sin ningún problema. Increíble experiencia de principio a fin, sin ningún problema",5
camila145,2026-05-27,"Tuve varios inconvenientes con la función de backup, no fue buena experiencia...",2
nicolas21,2026-07-02,"Me gusta bastante, , el soporte al cliente funciona bienn casi siempre 🤔",4
juan778,2026-06-05,,4
emiliano822,2026-05-28,"Me ENCANTA FlowApp, sobre todo los anuncios, la uso todos los días",5
martin159,2026-05-20,"  Ni fu ni fa, , esperaba más de la función de backup. Ni fu ni fa, , esperaba más de el soporte al CLIENTE...  ",3
emiliano656,2026-07-02,"  PERFECTA, NO LE CAMBIARÍA NADA, LAS ALERTAS PUSH FUNCIONA GENIAL. INCREÍBLE EXPERIENCIA DE PRINCIPIO A FIN, SIN NINGÚN PROBLEMA 😍  ",5
santiago401,2026-05-05,"  Es una app promedio, la velocidad de carga funciona a veces y a veces no. Cumple lo básico nada más, la sincronización necesita trabajo 🤔!!!  ",3
gabriel883,2026-06-14,"  Increíble experiencia de principio a fin, sin ningún problema. Muy recomendada, las notificaciones es justo lo que necesitaba  ",5
carolina216,2026-05-30,Me encanta 👏.,5
diego928,2026-06-22,Esta bien pero el soporte al cliente le faltta pulir!!,3
mateo446,2026-05-30,"Me gusta bastante, el modo oscuro funciona bien casi siempre",4
fernanda347,2026-06-01,Esperaba mmas?? 😐,2
daniela773,2026-06-28,"Bastante conforme, la función de backup es sólido aunque no perfecto",4
valentina266,2026-06-10,,3
nicolas985,2026-06-12,"  DECEPCIONANTE TOTAL, , EL MODO OSCURO ARRUINA TODA LA EXPERIENCIA. NO LA RECOMIENDO, , PERDI TIEMPO Y DINERO POR EL SOPORTE AL CLIENTE  ",1
valeria416,2026-05-31,"Cumple lo básico nada más, el buscador interno necesita trabajo. Es una app promedio, la sincronización funciona a veces y a veces no 😐",3
luciana691,2026-05-12,,3
santiago678,2026-06-20,No la USO mas 😞... 🤔,1
juan809,2026-05-10,Bien 🔥,4
santiago530,2026-05-23,"ME GUSTA BASTANTE, EL SOPORTE AL CLIENTE FUNCIONA BIEN CASI SIEMPRE",4
martin431,2026-05-10,"Simplemente la mejor, el modo oscuro nunca ME falló",5
sofia543,2026-05-14,"Increíble experiencia de principio a fin, sin ningún problema",5
paula591,2026-05-08,"LA MEJOR APP QUE PROBE EN MUCHO TIEMPO, LAS ALERTAS PUSH FUNCIONA INCREÍBLE 🙌",5
carolina924,2026-05-06,"   RECOMENDADA, AUNQUE ESPERABA UN POCO MÁS DE LA BATERÍA!!!   ",4
nicolas144,2026-05-01,BIEN,4
gabriel701,2026-05-11,"Muy buena app, aunque el precio de la suscripción podria mejorar un poco",
nicolas921,2026-07-06,"Diez de diez, la app en tablet superó mis expectativas totalmente. Muy recomendada, el buscador interno es justo lo que necesitaba ⭐️⭐️⭐️⭐️⭐️",5
nicolas966,2026-05-25,"RECOMENDADA, AUNQUE ESPERABA UN POCO MÁS DE EL SOPORTE AL CLIENTE. MUY BUENA APP, AUNQUE LA APP EN TABLET PODRÍA MEJORAR UN POCO",4
renata731,2026-06-07,,4
santiago857,2026-05-31,"SIMPLEMENTE LA MEJOR, EL WIDGET DE INICIO NUNCA ME FALLO 👏",5
valeria397,2026-05-27,"  Diez de diez, la sincronizacion supero mis expectativas totalmente 🙌  ",5
carolina887,2026-06-25,"No la recomendaria del todo, el modo oscuro tiene muchos problemas",2
carolina981,2026-07-07,"Es una app promedio, el buscador interno funciona a veces y a veces no??",3
santiago477,2026-05-29,"Muy recomendada, la batería es justo lo que necesitaba!",5
fernanda222,2026-05-13,"No la recomendaria del todo, el widget de inicio tiene muchos problemas. Tuve varios inconvenientes con las alertas push, no fue buena experiencia!! 🤔",2
luciana376,2026-05-09,"  Recomendada, aunque esperaba un poco más de el precio de la suscripción. Muy buena app, aunque la interfaz podría mejorar un poco  ",4
diego916,2026-06-29,  Meh??  ,2
gabriel637,2026-05-28,Excelente!! 🙌,5
daniela447,2026-05-14,"Buena experiencia en general, solo tuve un problemita con las notificaciones",4
luciana510,2026-05-27,"Diez de diez, las alertas push superó mis expectativas totalmente 😐",5
luciana284,2026-07-05,"La mejor app que probé en mucho tiempo, , la función de backup funciona increíble. La mejor app que probé en mucho tiempo, , el widget de inicio funciona increíble.",5
valentina759,2026-05-14,"Perfecta, no le cambiaría nada, el buscador interno funciona genial",5
luciana846,2026-06-18,"La mejor app que probé en mucho tiempo, la interfaz funciona inccreíble",5
emiliano413,2026-06-21,"  Me gusta bastante, el buscador interno funciona bien casi siempre  ",4
martin276,2026-06-10,"Perfectaa, , no LE cambiaria nada, , los anuncios funciona genial",5
santiago482,2026-05-26,"REGULAR, TIENE COSAS BUENAS PERO EL LOGIN ME GGENERÓ DUDAS",3
luciana234,2026-05-17,"BASTANTE  CONFORME, EL WIDGET DE INICIO ES SÓLIDO AUNQUE NO PERFECTO 🔥",4
luciana751,2026-05-15,"  Me encanta FlowApp, , sobre todo el modo oscuro, , la uso todos los días. Simplemente la mejor, , las notificaciones nunca me falló   😐",5
paula901,2026-05-07,,5
nicolas761,2026-07-02,Regular 🤔,
emiliano130,2026-06-21,"No la recomendaría del todo, EL widget de inicio tiene muchos problemas",2
mateo894,2026-06-24,,3
juan5,2026-06-14,"Simplemente la mejor, el precio de la suscripción nunca me falló!! 🤔",5
alejandro560,2026-06-20,"Muy recomendada, , el soporte al cliente es justo lo que necesitaba 🤔",5
sofia155,2026-05-29,"  Diez de diez, la batería superó mis expectativas totalmente  ",5
sofia699,2026-06-25,Genial app 👏,5
mateo170,2026-05-18,"   BASTANTE CONFORME, LA FUNCIÓN DE BACKUP ES SÓLIDO AUNQUE NO PERFECTO!!!   ",4
sofia182,2026-05-29,"  Me gusta bastante, , la función de backup funciona bien casi siempre...  ",4
luciana767,2026-05-06,La amo!! 🤔,5
fernanda523,2026-05-03,"Me gusta bastante, el login funciona bien casi siempre 🔥.",4
valeria420,2026-05-09,"Perfecta, no le cambiaria nada, la bateria funciona genial...",5
camila743,2026-06-03,"No me convenció, la interfaz falla seguido 🤔",2
valeria280,2026-05-12,"  Muy BUENA app, aunque la sincronizacion podria mejorar un poco  ",4
renata179,2026-05-13,Está bien pero eel precio de la suscripción le falta pulir,3
